run_id,batch_id,cell,fixture,generator,supports,tool,run_index,warmup,threads,expected_generator,validated_generator,config_path,exe_path,module_dir,model_path,output_path,stderr_path,wall_seconds,cpu_seconds,cpu_wall_ratio,peak_workingset_bytes,gcode_bytes,sha256_of_gcode,type_counts_json,completion_status,fatal_error_count,non_fatal_error_count,degraded,exit_code,timestamp_utc
benchy-classic-on-pnp-ordinary-m3,s1-benchy,classic-on,benchy,classic,on,pnp-ordinary,3,0,12,classic,classic,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-classic-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\release\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\modules\core-modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-classic-on-pnp-ordinary-m3.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-classic-on-pnp-ordinary-m3.stderr.jsonl,34.8974,157.9844,4.5271,808112128,15002793,e0baaad2a326ce4072dd87f610276f3582b2f32f94dba63bcc66ca827c337d52,"{""Internal Bridge"":12,""Outer wall"":240,""Bridge"":18,""Gap infill"":110,""Brim"":1,""Support"":179,""Sparse infill"":273,""Support interface"":4,""Bottom surface"":22,""Internal solid infill"":13,""Top surface"":47,""Skirt"":1,""Inner wall"":259}",ok,0,0,false,0,2026-09-22T23:06:13.294Z
benchy-arachne-on-orca-w1,s1-benchy,arachne-on,benchy,arachne,on,orca,1,1,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\orca-configs\derived-arachne-support1.json,C:\Program Files\OrcaSlicer\orca-slicer.exe,,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-orca-w1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-orca-w1.stderr.jsonl,4.4661,17.1719,3.8449,301174784,9728085,f438f3f73958abf1b94b30fb243ad9038d73152cc4b7f511e38fd09c1e4f0d93,"{""Internal solid infill"":565,""Sparse infill"":249,""Internal Bridge"":9,""Bridge"":9,""Overhang wall"":83,""Custom"":2,""Brim"":1,""Support"":231,""Support interface"":10,""Bottom surface"":2,""Outer wall"":750,""Top surface"":28,""Skirt"":1,""Inner wall"":668}",n/a,n/a,n/a,n/a,0,2026-09-22T23:06:17.994Z
benchy-arachne-on-pnp-ordinary-w1,s1-benchy,arachne-on,benchy,arachne,on,pnp-ordinary,1,1,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\release\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\modules\core-modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-ordinary-w1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-ordinary-w1.stderr.jsonl,32.704,104.2656,3.1882,708734976,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:06:51.449Z
benchy-arachne-on-pnp-accelerated-w1,s1-benchy,arachne-on,benchy,arachne,on,pnp-accelerated,1,1,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-accelerated-w1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-accelerated-w1.stderr.jsonl,30.7267,99.9375,3.2525,705036288,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:07:22.763Z
benchy-arachne-on-orca-m1,s1-benchy,arachne-on,benchy,arachne,on,orca,1,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\orca-configs\derived-arachne-support1.json,C:\Program Files\OrcaSlicer\orca-slicer.exe,,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-orca-m1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-orca-m1.stderr.jsonl,3.8256,15.1562,3.9618,300580864,9718965,ba113e176b4bd5336d89e4441ed7affc23293572dde4994548fd29d39ee895f8,"{""Internal solid infill"":565,""Sparse infill"":249,""Internal Bridge"":9,""Bridge"":9,""Overhang wall"":83,""Custom"":2,""Brim"":1,""Support"":231,""Support interface"":10,""Bottom surface"":2,""Outer wall"":750,""Top surface"":28,""Skirt"":1,""Inner wall"":668}",n/a,n/a,n/a,n/a,0,2026-09-22T23:07:26.754Z
benchy-arachne-on-pnp-ordinary-m1,s1-benchy,arachne-on,benchy,arachne,on,pnp-ordinary,1,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\release\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\modules\core-modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-ordinary-m1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-ordinary-m1.stderr.jsonl,33.2415,102.6406,3.0877,720601088,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:08:00.877Z
benchy-arachne-on-pnp-accelerated-m1,s1-benchy,arachne-on,benchy,arachne,on,pnp-accelerated,1,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-accelerated-m1.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-accelerated-m1.stderr.jsonl,35.1936,103.1875,2.932,718745600,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:08:36.831Z
benchy-arachne-on-pnp-ordinary-m2,s1-benchy,arachne-on,benchy,arachne,on,pnp-ordinary,2,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\release\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\modules\core-modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-ordinary-m2.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-ordinary-m2.stderr.jsonl,53.99,105.9844,1.963,719867904,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:09:31.403Z
benchy-arachne-on-pnp-accelerated-m2,s1-benchy,arachne-on,benchy,arachne,on,pnp-accelerated,2,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-accelerated-m2.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-accelerated-m2.stderr.jsonl,31.0371,100.9062,3.2511,720510976,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:10:02.990Z
benchy-arachne-on-orca-m2,s1-benchy,arachne-on,benchy,arachne,on,orca,2,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\orca-configs\derived-arachne-support1.json,C:\Program Files\OrcaSlicer\orca-slicer.exe,,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-orca-m2.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-orca-m2.stderr.jsonl,3.872,15.9688,4.1241,302100480,9718965,3497c9e37031d9f33526e14e85dc56d6b090c7fbe43a66b15e5d9edee676e0ac,"{""Internal solid infill"":565,""Sparse infill"":249,""Internal Bridge"":9,""Bridge"":9,""Overhang wall"":83,""Custom"":2,""Brim"":1,""Support"":231,""Support interface"":10,""Bottom surface"":2,""Outer wall"":750,""Top surface"":28,""Skirt"":1,""Inner wall"":668}",n/a,n/a,n/a,n/a,0,2026-09-22T23:10:07.062Z
benchy-arachne-on-pnp-accelerated-m3,s1-benchy,arachne-on,benchy,arachne,on,pnp-accelerated,3,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\target\dist-accelerated\developer\modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-accelerated-m3.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-accelerated-m3.stderr.jsonl,31.3947,100.9062,3.2141,710512640,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:10:39.111Z
benchy-arachne-on-orca-m3,s1-benchy,arachne-on,benchy,arachne,on,orca,3,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\orca-configs\derived-arachne-support1.json,C:\Program Files\OrcaSlicer\orca-slicer.exe,,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-orca-m3.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-orca-m3.stderr.jsonl,3.7311,15.4688,4.1459,303542272,9718965,b3321020c8c80118d51de24c70e4d1afc36864b2ef65582f75b7f25443ce74a9,"{""Internal solid infill"":565,""Sparse infill"":249,""Internal Bridge"":9,""Bridge"":9,""Overhang wall"":83,""Custom"":2,""Brim"":1,""Support"":231,""Support interface"":10,""Bottom surface"":2,""Outer wall"":750,""Top surface"":28,""Skirt"":1,""Inner wall"":668}",n/a,n/a,n/a,n/a,0,2026-09-22T23:10:43.004Z
benchy-arachne-on-pnp-ordinary-m3,s1-benchy,arachne-on,benchy,arachne,on,pnp-ordinary,3,0,12,arachne,arachne,D:\slicerProject\pinch_n_print_cli_2\docs\specs\perf-vs-orca\evidence\matched-pair\configs\pnp-arachne-supports-on.json,D:\slicerProject\pinch_n_print_cli_2\target\release\pnp_cli.exe,D:\slicerProject\pinch_n_print_cli_2\modules\core-modules,D:\slicerProject\pinch_n_print_cli_2\tmp\3dbenchy.stl,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\gcode\benchy-arachne-on-pnp-ordinary-m3.gcode,D:\slicerProject\pinch_n_print_cli_2\target\matched-pair\s1-benchy\benchy-arachne-on-pnp-ordinary-m3.stderr.jsonl,30.6057,101.8594,3.3281,720285696,12263676,863ccadb3a92bbdc48641edf1d289d3ee2ad0c812503aba63a0bc1d02ce3ae8f,"{""Internal Bridge"":12,""Outer wall"":692,""Bridge"":21,""Brim"":1,""Support"":179,""Sparse infill"":248,""Support interface"":4,""Bottom surface"":25,""Internal solid infill"":13,""Top surface"":60,""Skirt"":1,""Inner wall"":681}",ok,0,0,false,0,2026-09-22T23:11:14.197Z
